"filename", "language", "C++", "CMake", "comment", "blank", "total"
"c:\Repos\rayex\include\external\sdl2\SDL_version.h", "C++", 36, 0, 109, 18, 163
"c:\Repos\rayex\include\external\sdl2\SDL_video.h", "C++", 284, 0, 878, 114, 1276
"c:\Repos\rayex\include\external\sdl2\SDL_vulkan.h", "C++", 41, 0, 218, 20, 279
"c:\Repos\rayex\include\external\sdl2\begin_code.h", "C++", 120, 0, 38, 13, 171
"c:\Repos\rayex\include\external\sdl2\close_code.h", "C++", 10, 0, 27, 4, 41
"c:\Repos\rayex\include\external\stb\stb_image.h", "C++", 5616, 0, 1211, 830, 7657
"c:\Repos\rayex\include\external\stb\stb_image_write.h", "C++", 1792, 0, 302, 158, 2252
"c:\Repos\rayex\include\external\tinyLogger\TinyLogger.hpp", "C++", 178, 0, 25, 48, 251
"c:\Repos\rayex\include\external\tinyObj\tiny_obj_loader.h", "C++", 2108, 0, 453, 452, 3013
"c:\Repos\rayex\include\pch\stdafx.hpp", "C++", 34, 0, 1, 4, 39
"Total", "-", 99774, 453, 39641, 20303, 160171
